comment,sentiment
东西 不行 排队 真 新鲜 下 回不去 没劲 ,0
真心 好吃 吃 自助餐 吃饱 感觉 醉 有点儿 以前 金 汉斯 特色 配菜 饮料 尤其 好吃 真心 ,0
吃 头发 男朋友 排号 点菜 菜 好 点 点 奶香手 抓饼 口味 偏甜 爱 吃 甜 剩下 鲍鱼 捞饭 鲍鱼 味道 口感 行 金牌 烤 蛏子 道菜 真的 好吃 好吃 吃 一根 头发 肉 夹 看到 底下 一条 黑线 以为 蛏子 壳 坏 筷子 播 下 头发 现在 想 恶心 随手 服务员 完 退 心情 吃 最后 结账 退 收银 点菜 女 知道 呵呵 本职工作 做 退个 菜 知道 收银台 退菜 本上 写 手里 照片 最后 情愿 退 以后 考虑 再 吃饭 ,0
以前 总去 今年 第一次 感觉 换 厨师 好吃 再也不会 ,0
没存 图片 点 花椰菜 牙签 肉 赠 酸奶 半天 菜单 真的 点 天津 菜 有意思 名字 ,0
排队 吃饭 小时 味道 想象 中 好吃 一个 菜 小时 真的 醉 最后 孩子 吃 ,0
不错 地方 有点 甜 ,1
愉快 用餐 体验 以后 不来 ,0
吃 排队 太久 限时 ,1
最 喜欢 吃 排骨 这次 新 尝试 一下 酱油 炒饭 好 ,1
中午 11 点半到 排 34 号 一个多 小时 不到 点 装修 菜单 需要 手机 淘宝 点菜 小 罐子 甜点 挺 好 限量 华夫饼 味道 不错 感觉 没什么 正餐 甜点 偏多 口味 价格 略贵 ,1
知道 一家 西餐厅 要放 劲 爆 音乐 是不是 领导 觉得 比较 嗨 ,0
一直 减肥 今天 hold 住 闺蜜眼 大肚子 小 周末 娜娜 家人 不像 以前 排大 长队 用餐 环境 好 许多 每次 必点 奶酪 罐子 依旧 炒鸡 好吃 这次 特别 推荐 三文鱼 牛油果 海鲜 沙拉 料足 味道 佳 性价比 超高 烟花 妓女 鸡肉 蘑菇 面 hin 赞 ,1
花掉 千多 还要 受气 服务态度 特别 差 单间 收取 额外 服务费 说不出 服务费 服务 告之 部门 进行 查询 好多年 大众 差评 只 服务员 服务 好差 ,0
味道 觉得 特别 服务态度 特别 差 再来 ,0
今天 老爸 老妈 孩子 避免 座 之苦 特意 选在 周四 中午 时段 11 点 清静 人不多 奶酪 罐子 每桌 只能 点 一份 不够 俩 孩子 抢 真是 抢食 好吃 芒果 千层 蛋糕 有点 腻 口味 云朵 蓝 冰 上面 云朵 棉花 糖 打发 奶油 混合物 下面 柠檬 味沙冰 柯布 彩虹 沙拉 性价比 高 菜品 意大利 奶酪 肉酱 面是 唯一 不辣 意面 意面 辣 食辣 小朋友 遗憾 只能 点 年轻人 天下 符合 老年人 消费观 口味 吃 腻 ,1
真心 明白 毛会 点评 网上 排 第一 真是 够 吃 完 感觉 肚子 舒服 回来 拉 魔鬼天使 奶茶 本来 之前 超想 回来 喝完 真的 够 不想 再 神坑 一次 大众 点评 第一 真的 棒棒 ,0
上菜 挺快 菜量 很大 比较 实惠 拉皮 偏甜 烤 茄子 熏 排骨 不错 锅包肉 白醋 放太多 齁 酸 闻 闻 环境 挺 好 桌与桌 之间 距离 不算 太 吵闹 希望 下次 时能 赶上 正常 点 锅包肉 ,1
以前 好吃 环境 以前 沙发 干净 菜品 味道 觉得 好 酸奶 不错 奶茶 从前 ,0
这家 店 环境 不错 东西 有点 小贵 晚 饭 推荐 它家 蛋糕 点餐 手机 点餐 地方 没见 它家 菜 看着 量 挺 小 吃 挺 ,1
排队 印象 深刻 最好 先 手机 排上 号 ,1
羊排 时间 最久 最 外侧 三小块 主体 分开 冰凉 特别 咸 应该 肉 知道 这是 怎么回事 羊排 热 温 凉凉的 服务员 反应 只 反复强调 羊排 肯定 现烤 却说 所以然 最近 忌口 询问 食材 配料 知道 三杯 鸡 摆盘 真是 懂 菜色 熟悉 味道 以后 只能 点常 吃 几样 ,1
我家 老公 一起 还行 下次 真心 觉得 好吃 ,1
之前 路过 几次 爆满 更想 吃 一次 赶上 中午 点 过去 排队 直接 进 门口 排 下午 号 干酪 鱼 好吃 推荐 ,1
味道 不错 分量 小点 尝试 一次 ,1
第二次 小 吊梨汤 吃 门口 中 鸡蛋 夹 孩子 吃饭 点 份 茄子 面 第一次 上菜 速度 挺快 这次 吃 完 面 没来 服务员 催 几次 后尝 味道 奶香 金瓜 小 南瓜 软软 很甜 孩子 却 感冒 小吊 酥 羊肉 本来 了解 腻 配菜 感觉 缺 主菜 羊肉 风头 抢走了 小 咸菜 好吃 哈哈哈 宫廷 奶酪 热 个人感觉 好 甜 热 吃 几口 腻 不行 梨球 果仁 虾 觉得 道菜 这次 点菜 中 最 好吃 量 ,1
菜品 干净 贝类 汤里 泥 排队 长时间 觉得 上当 ,0
总体 比较满意 人太多 比较 热 空调 不给力 ,1
烤肉 味道 价格 服务 知道 真 地方 多人 ,0
好多 菜品 披萨 种类 店里 太黑 吃饭 食欲 点菜 要用 微信 公众 号 点菜 图片 点 开大图 再来 ,0
味道 行 分量 不小 菜 舍得 放油 ,1
味道 真的 超级 好吃 点 拉皮 黄瓜 家 东西 叉 超级 无敌 根本 办法 吃 鲍汁 饭 无敌 惺 第二次 柑 感觉 味道 差 ,0
环境 不错 门面 楼上 算 宽敞 比较 舒适 菜 偏 咸口 味道 不错 点 hellokitty 奶茶 味道 不错 杯子 带走 比较 开心 两个 三道 菜 两个 奶茶 145 ,1
环境 好 不让 自带 食品 饮料 提前 排 半天 队 坐下 菜单 手机 淘宝 里 点菜 上菜 慢 开业 服务 有点 乱 餐具 太 简单 桌子 简单 ,0
不错 目前 来说 挺 好 总去 不想 ,1
平安夜 点多到 22 桌后 吃 后面 已经 排 100 多桌 闭店 肯定 吃不上 环境 太 昏暗 美式 loft 风格 音乐 声音 略大 点 几道 推荐 薯条 最好 量 味儿 好 彩虹 沙拉 惊艳 奶酪 罐好 小 柠檬 鸡 比较 失望 总体 比较满意 ,1
周末 12 点多到 反正 没事 小时 落座 后 半天 菜单 真的 熏 排骨 味道 好 空 口吃 咸 颜色 粉粉 食欲 烤 蛏子 个头 挺大 蒜味 明显 一点点 辣味 空口 稍 有点咸 铁板 茄子 木 鱼花 里面 肉 炸过 整体 烤肉 ╮ ╯ ▽ ╰ ╭ 挂 架子 每串 三块 肉 有点 甜 咸口 想 吃 肉 童鞋 解个 馋 拉皮 皮太少 黄瓜 手 抓 饼 不错 很油 干锅 豆腐 直接 加热 好 上桌 点火 适合 饭菜 ,1
烤肉 味道 高 海鲜 新鲜 物超所值 推荐 ,1
慕名而来 说实话 口味 真的 沙拉 烤 翅 油腻 柠檬 鸡块 加 柠檬 爽口 度 可取 柠檬 烤 吃 不错 最最 忍受 老板娘 做 胡萝卜 蛋糕 限时 限量供应 真的 难吃 叉子 叉 一叉碎 一盘 口感 不好 干 一点 蛋糕 绵密 失望 ,0
涨钱 76 一位 老人 59 一位 ,1
慢慢 体会出 商家 套路 便宜 点 肉类 猪梅肉 烤 香蕉 烤 玉米 烤 牛舌 轮回 烤羊肉串 超级 慢 问 下 服务员 不上 羊肉串 上过 呵呵 以后 再也 不去 真是 越来越 差劲 ,0
吃 不够 两百 特别 管饱 梨 汤 一壶 两个 完全 喝 完 一壶 梨 汤 估计 能装个 五六十 杯 牛腩 烩饭 牛腩 多且 大块 赚钱 ,1
味道 不错 感觉 招牌 蛏子 ...... ,1
第二次 想 吃 他家 甜品 他家 主食 之前 吃 感觉 甜品 真是 不错 今天 好多 听 外面 排到 一百四十 号 好 恐怖 主要 他家 地方 小 这次 感觉 服务 不错 上次 好 这次 最爱 优格 价格 太贵 33 好像 芒果 酸奶 回来 在家 做 奶酪 罐子 草莓 上次 蓝莓 好吃 味道 变 感觉 奶酪 味道 淡 ,1
最爱 吃 猪手 可惜 店 蜗牛 ,1
鱼 好吃 菜量 好 三杯 鸡 好吃 蛏子 好吃 ,1
服务员 换座 之后 之后 再也 搭理 好多 回 ,0
昨天中午 北 李家 吃 饭 锅包肉 请 点 里面 好几块 红色 炸熟 知道 是不是 中午 吃 消化 全家人 晚上 吃饭 半夜 家里人 全体 拉肚子 拉 最 严重 吃 锅包肉 最 真不知道 多人 排队 真心 好吃 ,0
下次 同学聚会 选择 ,0
评论 反正 时 小心 知道 促销 活动 之后 还会 ,0
搞不清楚 好评 挺 去过 一次 就够 口味 上菜 极慢 饭 吃 完 菜 环境 多好 不知 是不是 天津 饭店 环境 太 ,0
喜欢 一家 菜馆 唯一 郁闷 人太多 每次 排队 真是 受不了 情人节 那天 周一 以为 上班 中午 吃个 饭 应该 排 一个 小时 值得 五个 大人 三个 孩子 500 块钱 超级 好吃 酸菜 每次 必点 骨头 好吃 蛏子 第一次 点 确实 好吃 辣 孩子 吃 鱼 每次 必点 问 服务员 孩子 适合 哪种 鱼 行 错 刺 味道 还好 每个 孩子 吃 ,1
东西 味道 不错 真的 事太多 点菜 微信 点菜 支付 微信 支付 不许 外带 饮料 推荐 菜 中午 不卖 晚上 饥饿 营销 太过 ,0
味道 不错 好 几次 点菜 太 麻烦 微信 根本 看不清 海鲜 焗 饭 青口 鱿鱼 太 新鲜 虾 不错 焗 土豆泥 好吃 鸡肉 焗 饭 不错 上菜 太慢 从点 完餐 上菜 40 分钟 ,1
环境 有点 乱 果仁 虾 不错 肉龙 不错 服务员 态度 实在 不怎么样 知道 是不是 老板 欠 工资 干酪 鱼妈 爱 吃 感觉 一般般 天津 菜 口味 没什么 太大 特色 环境 装修 倒 不错 ,1
还行 太 满意 环境 东西 失望 ,0
一直 知道 北 李妈妈 终于 尝试 一下 四个 菜 一扎 芒果汁 请 一一道来 水果 沙拉 四道 菜 最 合胃口 一道 不错 素菜 名字 忘 没滋 没味 羊排 诱人 一吃 没滋 没味 外面 那点 孜然 调料 味道 怀疑 羊肉 根本 腌制 一点 咸淡 味 蛏子 别提 感觉 一堆 死 蛏子 冷冻 做 一点 鲜美 味道 路边摊 好吃 一下 这扎 芒果汁 一丁点 甜 不到 五十元 这扎 芒果汁 店外 买 两杯 喝 纳闷 多人耐 吃 北 李妈妈 实在 不敢恭维 太 难吃 再有 下次 ,0
不错 挺 喜欢 帝都 新 奥 商场 吃 一位 小 服务生 周到 念念不忘 没想到 我大 哏 店 服务生 热情 服务 到位 说话 得体 特别 门口 迎宾 员 环境 比较 特色 坐小 卡座 聊天 肆无忌惮 坐 大堂 隐私 差 一点点 有点 挤 胖子 进出 费劲 菜 梨 汤 好喝 滋润 挺 便宜 杯子 小 有种 倒 倒 完 感觉 梨秋 果仁 大虾 好吃 虾肉 新鲜 香甜 干酪 鱼 造型 不错 味道 更好 奶香 十足 芸豆 糕 艾窝窝 凉丝丝 口感 喜欢 芝麻 驴打滚 牙碜 菜 觉得 羊肉 黄鱼 炒合菜 比较 家常 凉拌菜 种类 比较 少 大拌 菜 里 蔬菜 比较 菜价 便宜 真 便宜 觉得 高 五个 人花 四百 挺 喜欢 肯定 会时常 ,1
这家 一直 超级 火 所谓 好吃 不贵 量 很大 最爱大 拉皮 排富 环境 好 ,1
着急 吃饭 无所谓 排队 再 排 一直 下去 至少 一个半 小时 楼下 游戏厅 玩 一圈 至少 以往 排队 馆子 期望值 好点 梨 汤 感觉 勾芡 喝 龙糊 没什么 味儿 菜品 猪肝 不错 吃 牛肉 烩饭 点 菜 里面 最 贵 觉得 最 不值 一道 牛肉 知道 这道 主要 吃 牛肉汤 烩饭 牛肉 块 少 可怜 干酪 鱼 普通 奶酪 布丁 无非 做成 鱼 样子 妈妈 糖饼 行 菜品 没什么 印象 排队 时 估计 还会 ,1
性价比 高 很火 循环 肉 足够 吃饱 不用 东西 ,1
好 超多 知道 现在 走 送 马克杯 ,1
知道 火爆 味道 真的 家常 惊艳 价格 偏贵 拉皮 量 两人 吃 一个 就够 还点 孜然 牛 三样 千页 豆腐 四点 半到 需要 号 等位 翻桌 倒 六点 门口 至少 排 三十个 号 服务 不错 上菜 吃 完 服务生 主动 过来 问 是否 打包 ,1
好久没 吃 自助 一个 是因为 管理 身材 太 放纵 一个 原因 觉得 现在 自助 烤肉 味道 比较 值得 吃 再 减肥 知道 这家 店 有点 意思 城市 出现 习惯性 点击 大众 点评 好评 度 最高 全城 搜索 美食 第一个 汉巴味德 当时 想 名字 好 熟悉 似乎 之前 朋友圈 刷屏 一家 自助 天津 想着 回到 天津 再 约 三五 好友 一起 后 评价 不错 心里 长草 朋友 说来 味道 真的 不错 过来 吃 之后 只能 失望 这家 店 水游城 B座 水游城 一直 不太火 商场 好久没 以后 这家 自助 水游 城来 几率 提升 烤肉 种类 丰富 循环 供应 间隔 时间 挺 短 吃 一顿饭 一种 能来 好 几次 金 汉斯 每次 小气 一块 每次 想要 下来 有时 半个 中 最后 撑 够呛 每种 肉得 味道 好 现在 想 还会 流口水 饮料 小吃 水果 等等等等 种类 冰淇淋 味道 浓郁 不像 地方 自助 感觉 冰淇淋 水赛 棉花 糖机 最后 临走 三个 一人举 一个 超级 嗨 森 值得注意 收 押金 临走 浪费 太 押金 退回 自助餐 浪费 原则 勤拿少取 ,1
手机 进入 淘宝 点餐 没用过 来说 麻烦 点餐 太 浪费时间 菜品 全太少 甜品 饮品 偏多 一个 喝 吃 完 没上 催 好 几次 ,0
好 东北菜 量 很大 喜欢 ,1
去过 三次 口味 环境 服务 前 两次 第三次 门口 服务员 气死 索性 吃 评论 也许 影响 娜娜 家 销售 业绩 餐厅 要求 口感 环境 服务 同样 重要 门口 喊 号 小哥 喊 愿意 坐 吧台 提前 入场 两到 三人 老公 妈妈 赶紧 过去 小哥 不理 问 两次 好像 透明 后面 孩子 穿 裙子 美女 小哥 隔 聊 耐心 告诉 坐在 位置 妈妈 问 位置 小哥 一眼 傲气 坐 早 好好 说话 不早 不先 小哥 矫情 抬杠 明明 眼里 分 先来后到 矫情 拱火 想 彪形大汉 门口 小哥 早就 先 毕恭毕敬 行礼 这种 业务水平 这种 思想道德 这种 情商 小男孩 做 接待 工作 娜娜 家 高层 考核 考核 用人 成就 星级饭店 ,0
价格 小贵 菜品 样子 请客 聚会 ,1
味道 评价 里 好 ,0
三杯 鸡一 碟子 八小块 卖 38 块钱 上菜 超级 慢 太差 再也 不来 ,0
菜品 有点 少 味道 不错 等位 真的 ,1
吃 玉米 吃 吐 次 ,0
收银 服务态度 太 差 菜 还行 需要 提升 服务态度 早晚 倒闭 ,0
真是 不怎么样 中午 点多来 告知 主食 难用 淘宝 点菜 发现 主食 菜单 点 一个 一个 点 热饮 加冰 退 差 差 ,0
喜欢 每次 需要 地方 ,1
太 垃圾 只能 现金 刷卡 没带 现金 问 可不可以 少付 十元 押金 服务员 态度 恶略 一楼 取钱 办法 刷卡 没见 做买卖 服 再也不会 ,0
今天 第一次 挺 好 环境 不错 ,1
不错 真心 适合 瘦人 吃不下 ,1
一家 心里 长草 去过 一次 再 店 菜品 真的 点 一份 鸟贝 完全 吃 退掉 根本 嚼 不动 服务员 非说 口感 嚼 劲 感觉 大哥 没吃过 鸟贝嘛 两种 感觉 三杯 鸡 唯一 好吃 筋头 巴脑 ,0
口味 好 热量 真的 好大 服务员 超 耐心 分开 结账 麻烦 耐心 ,1
下午 接近 三点 不远万里 拔草 点 枇杷 梨 汤 喜欢 服务 好 问 有没有 忌口 是否 过敏 喜欢 芸豆 卷 一下 推荐 菜 干酪 鱼 点 梨球 果仁 虾 虾 虾线 炸 酥脆 个人感觉 有点 偏甜 吃 腻 喜欢 小吊梨汤 成功 拔草 ,1
今天 尝 几个 以前 点过 菜 十分 失望 妈妈 烧 排骨 熬 带鱼 咸 带鱼 很重 腥味 最后 剩下 吃 香草 奶昔 好喝 孩子 尝 一口 喝 今天 失败 ,0
没开 晚餐 占 座 等位 主食 先 点 开餐 时 再 吃 回 娜娜 家 陪 朋友 特别 爱 吃 「 喜欢 」 种草 女巫 汤面 知道 娜娜 家有 过来 拔草 失望 特别 好吃 牛肉汤 两种 面 不起眼 小辣椒 呵呵 相当 辣 其貌不扬 小辣段 当回事 吃 进 嘴里 辣到 朋友 以为 戏精 猪脚 奶 罐子 必点 沙拉 点 不太好 应该 点 经典 沙拉 ,1
很多很多 次 味道 不错 量 这次 点 菜 不太好 蒜 酱 实在 太辣 ,1
太差 上菜 一个 小时 一个 服务员 一副 滴 样子 ,0
差评 超级 差评 打电话 想 预订 位置 单间 大桌 拼桌 问及 10 以上 吃饭 是否 接待 得到 店家 嘎嘣脆 肯定 答复 “ ” 对待 上帝 拒人于千里之外 餐厅 头回 遇见 长见识 ,0
上菜 速度 推荐 香辣 猪蹄 入味 口感 不错 微辣 刚刚 好 榴莲 千层 蛋糕 榴莲 味道 浓郁 特别 甜 腻 彩虹 沙拉 搭配 不错 油梨 果没熟 硬硬 影响 整体 口感 芝士 焗 薯条 量 挺 没什么 特色 吃 推荐 奶酪 罐子 想象 中 好吃 有点 小 失望 最后 要说 下 服务 时间 应该 用餐 高峰 时间 叫个 服务员 真的 喊 不想 喊 喊 真的 关注 不到 ,1
周六 下午 两点 半到 娜娜 家 位置 骑鹅 公社 右手边 已经 正餐 时间 只能 点 下午茶 服务员 一个 电子 菜单 下午茶 时间 菜 点 显示 先点 最后 做不了 再 告诉 太 搞笑 完全 浪费 感情 环境 特别 乱 想要 一杯 水 几个 服务员 推才 端上来 几个 孩子 追逐 打闹 这点 服务员 办法 奶酪 罐子 最 底下 口感 厚重 酸奶 芝士 有点 磅 蛋糕 点缀 彩虹 沙拉 比较 健康 牛油果 硬 乳酪 培根 鸡肉 鸡蛋 打底 芝麻 菜 酱汁 调 不错 西芹 薄荷 汁 健康 最后 一个 草莓 云朵 沙冰 满满的 奶油 口感 吃 充满 反式 脂肪酸 植物 奶油 纯属 体验 勿 喷 大众 点评 买单 优惠 ,0
第一次 排队 口味 比较 环境 稍微 好点 ,0
滨江 商厦 后面 地方 不算 难 找 三层楼 楼梯 窄 菜品 总体 偏咸 来自 星星 翅 吃 腻 土豆丝 不行 味 总体 再 ,0
太次 服务 差劲 味道 不好 ,0
挺 好 饮料 对水 太 严重 肉腻 人太多 ,0
家 宝宝 一起 氛围 超级 赞 营业 就要 等位 拼 哒 ,1
菜 太 咸 椅子 舒服 已经 坐 塌 真是 一个 疲惫 吃饭 过程 ,1
环境 不错 菜品 齐全 服务 不错 好评 好评 ,1
一个 小时 位置 最近 良心 自助 虾饺 好吃 一个 里面 虾仁 新鲜 ,1
特别 上菜 速度 味道 口味 订单 间大桌 订上 挺 遗憾 ,1
本来 想 大众 点评 团购 发现 以后 需要 加 块钱 69 一位 一看 团购 下 班 过来 不到 五点 五点 开餐 坐在 外面 凳子 上面 说说话 五点 一堆 不用 号 一窝蜂 交钱 金 汉斯 特别 它会 一个 牌 翻过来 停 一直 完 盖 挫 无线 循环 狂 吃 模式 品类 味道 好 棉花 糖 最后 吃 走 比较 费劲 最后 一下 开发票 刮 中 五元 高兴 差点 忘记 退 押金 不错 一次 自助 ,1
自助 保证质量 容易 孩子 特别 喜欢 ,1
每次 排队 排 脾气 最少 两 小时 菜 味道 真是 好 枉费 排队 牛肉 烩饭 烤鸭 特别 赞 地道 北京小吃 天津 真 吃 不到 正宗 小豆 凉糕 好 门口 放着 一扇 红木 屏风 一进 餐厅 满屋 红木 香气 ,1
特别 理解 好多 好吃 真的 太 难吃 点 一圈 大众 点评 推荐 招牌菜 难吃 街边 小馆 根本 称不上 饭馆 服务 差 收 餐车 脏 恶心 用餐 区 来回 推 永远 再 垃圾 ,0
大雨 吃 下午 20 雨大 两位 进 干酪 鱼奶味 很足 布丁 椒 麻 金钱 肚 料 不够 味儿 应该 再麻 再 辣 一些 辅料 果仁 白色 拆 骨肉 一盘 肉丝 拌 白菜 红参 肥牛 里 红 参是 胡萝卜 肥牛 梨球 果仁 虾 甜口 很脆 梨球 不错 裹 面炸 里面 梨 风味 保存 好 神奇 牛肉 烩饭 推荐 家里 味道 炖牛肉 泡饭 驴打滚 行 豌豆黄 不好 水 呼呼 两人 242 ,1
